,memory_1,memory_2,predict,size,width,height
44,775.375,775.3046875,60.43840789794922,412.8359375,2500,1667
45,775.3046875,775.3984375,58.644901275634766,427.9462890625,2000,1334
46,775.3984375,775.3828125,65.61286926269531,190.5615234375,2133,1200
47,775.3828125,775.5546875,70.34439849853516,1235.2822265625,3872,2592
48,775.5546875,775.48046875,60.071529388427734,320.7177734375,4326,2884
49,775.48046875,775.61328125,60.48110580444336,726.625,2000,3011
50,775.61328125,777.55078125,49.661468505859375,386.171875,5000,3333
51,777.55078125,777.59375,65.8056640625,77.8974609375,1280,774
52,777.59375,777.484375,53.83982849121094,287.1943359375,5000,3333
53,777.484375,777.62890625,52.595394134521484,522.5478515625,2048,2048
54,777.62890625,840.77734375,54.7857551574707,178.2099609375,2500,1656
55,840.77734375,840.68359375,54.52281188964844,711.7314453125,4912,3264
56,840.68359375,840.65234375,56.73472595214844,711.0595703125,3011,2000
57,840.65234375,840.8046875,53.88788604736328,407.998046875,5000,3333
58,840.8046875,840.87109375,47.145843505859375,683.021484375,4272,2848
59,840.87109375,840.93359375,60.50600051879883,441.3837890625,5000,3333
60,840.93359375,777.84765625,60.997737884521484,227.7275390625,2621,1747
61,777.84765625,777.7890625,57.17314147949219,269.1865234375,3568,2368
62,777.7890625,777.72265625,60.98050308227539,330.2705078125,5000,3333
63,777.72265625,777.56640625,50.20994567871094,80.4365234375,1920,1200
64,777.56640625,777.8671875,56.233604431152344,2258.609375,4912,3264
65,777.8671875,777.8125,55.15485763549805,496.568359375,4592,2576
66,777.8125,777.72265625,55.814186096191406,2260.08984375,4928,3264
67,777.72265625,777.75390625,56.326416015625,116.76953125,3456,2304
68,777.75390625,777.70703125,57.96574783325195,1368.6826171875,5000,3333
69,777.70703125,777.80859375,42.207794189453125,2076.5732421875,4000,2670
70,777.80859375,835.890625,53.555904388427734,55.095703125,1280,848
71,835.890625,835.875,57.29619216918945,498.8740234375,3000,2000
72,835.875,835.8828125,65.71661376953125,288.5595703125,2758,3622
73,835.8828125,835.99609375,58.8823356628418,158.8837890625,1280,960
74,835.99609375,835.9453125,58.24369430541992,143.802734375,2000,1333
75,835.9453125,835.91796875,60.26829528808594,408.615234375,2500,1667
76,835.91796875,835.8671875,65.3652572631836,498.4970703125,3670,2462
77,835.8671875,836.5703125,65.48067474365234,447.4736328125,1999,2998
78,836.5703125,836.578125,66.638427734375,479.3193359375,5000,3333
79,836.578125,836.74609375,57.05647277832031,468.638671875,4728,3168
80,836.74609375,836.546875,48.19001770019531,854.7451171875,5000,3250
81,836.546875,836.5078125,54.7581901550293,532.6015625,5000,3334
82,836.5078125,836.5078125,50.29566955566406,70.927734375,1280,805
83,836.5078125,836.53515625,54.388999938964844,597.138671875,3504,2336
84,836.53515625,835.94140625,70.49764251708984,481.9296875,3000,1992
85,835.94140625,835.87109375,81.64604949951172,821.3251953125,4288,2848
86,835.87109375,835.95703125,53.08484649658203,388.271484375,2500,1667
87,835.95703125,836.078125,52.492061614990234,2161.470703125,4608,3072
88,836.078125,835.9375,53.398345947265625,524.52734375,2500,1667
89,835.9375,835.88671875,62.838863372802734,271.7783203125,2560,1920
90,835.88671875,836.05078125,59.21532440185547,1441.84375,4608,3072
91,836.05078125,836.20703125,50.19481658935547,983.72265625,4106,2806
92,836.20703125,836.1015625,48.093780517578125,1888.5634765625,5000,3333
93,836.1015625,836.19140625,56.57355499267578,455.5,2500,1667
94,836.19140625,836.21875,57.693206787109375,628.0849609375,4912,3264
95,836.21875,836.203125,58.08192443847656,814.92578125,2448,3264
96,836.203125,836.1796875,60.35765838623047,194.8408203125,2000,1333
97,836.1796875,836.203125,57.76001739501953,809.7177734375,2500,1667
98,836.203125,836.23828125,70.77497863769531,1810.533203125,4912,3264
99,836.23828125,836.23828125,60.65560531616211,114.41796875,1280,831
