,memory_1,memory_2,predict,size,duration,width,height
29,685.15234375,685.1484375,46.945194244384766,317.4873046875,29.031595945358276,3888,2592
30,685.1484375,685.14453125,72.7133560180664,428.1611328125,36.43692898750305,4320,3240
31,685.14453125,685.140625,55.391719818115234,647.0595703125,57.63997220993042,4912,3264
32,685.140625,685.13671875,56.09813690185547,1466.1748046875,26.98301076889038,2448,3264
33,685.13671875,685.1328125,55.08368682861328,481.3466796875,22.71430468559265,3500,2095
34,685.1328125,685.12890625,58.44118881225586,813.3984375,40.46406698226929,5000,3324
35,685.12890625,685.37890625,57.96382522583008,458.607421875,38.08575677871704,4272,2848
36,685.37890625,685.375,50.30660629272461,1564.173828125,43.48165726661682,5000,3333
37,685.375,685.37109375,70.16539764404297,402.103515625,29.045781135559082,3872,2592
38,685.37109375,685.3671875,59.26808547973633,1374.1044921875,43.2252242565155,5000,3333
39,685.3671875,685.36328125,49.506587982177734,413.6435546875,40.89509129524231,5000,3333
40,685.36328125,685.359375,57.29618835449219,498.8740234375,21.206790685653687,3000,2000
41,685.359375,685.609375,64.1073989868164,357.421875,25.267367601394653,2896,1944
42,685.609375,626.81640625,65.17202758789062,365.4130859375,15.668075561523438,2500,1662
43,626.81640625,655.17578125,55.77903366088867,351.71875,31.08692693710327,3843,2591
44,655.17578125,670.95703125,59.33420944213867,163.2646484375,9.132940530776978,1200,800
45,670.95703125,670.953125,67.9992904663086,1520.5576171875,41.793572664260864,4272,2848
46,670.953125,670.94921875,54.5228157043457,711.7314453125,58.292009115219116,4912,3264
47,670.94921875,670.9453125,52.81794738769531,1220.69921875,43.706350564956665,4928,3264
48,670.9453125,670.94140625,51.17967987060547,1490.6669921875,34.86649990081787,4032,3024
49,670.94140625,690.4921875,58.768577575683594,665.447265625,31.93017840385437,4080,2720
50,690.4921875,683.36328125,42.01580047607422,698.3564453125,15.629236221313477,2560,1440
51,683.36328125,627.109375,60.43840789794922,412.8359375,16.187645435333252,2500,1667
52,627.109375,658.76953125,59.56472396850586,855.328125,42.57234311103821,5000,3320
53,658.76953125,679.02734375,60.674835205078125,268.384765625,10.858295917510986,1600,1066
54,679.02734375,679.0234375,53.49464797973633,418.109375,31.846822500228882,3796,2541
55,679.0234375,679.01953125,46.14567565917969,1227.525390625,29.12432551383972,3872,2416
56,679.01953125,627.08984375,73.92282104492188,220.0009765625,12.712531089782715,2000,1333
57,627.08984375,627.0859375,31.432634353637695,693.9033203125,33.49285340309143,5000,2542
58,627.0859375,647.16796875,53.65944290161133,360.7080078125,18.08793592453003,2592,1936
59,647.16796875,658.89453125,51.845787048339844,1057.4404296875,43.150081396102905,5000,3333
60,658.89453125,680.875,47.085487365722656,506.04296875,15.108349800109863,2300,1533
61,680.875,680.87109375,57.40659713745117,253.67578125,35.308672189712524,4855,1803
62,680.87109375,680.8671875,63.830177307128906,190.59375,10.388549327850342,1500,998
63,680.8671875,681.50390625,56.75315475463867,405.48828125,23.835710525512695,3264,2448
64,681.50390625,681.5,52.99604797363281,448.0439453125,24.33938431739807,3264,2448
65,681.5,683.4921875,76.35704040527344,245.3505859375,12.757486581802368,1572,1179
66,683.4921875,683.48828125,55.91590881347656,768.72265625,51.23642349243164,4442,2961
67,683.48828125,683.484375,60.673744201660156,621.4150390625,40.90811491012573,5000,3333
68,683.484375,683.48046875,58.33220672607422,977.572265625,40.83974027633667,5000,3269
69,683.48046875,683.4765625,53.349945068359375,163.474609375,36.75494885444641,4288,2848
70,683.4765625,683.47265625,43.534637451171875,1034.568359375,42.980064868927,5000,3333
71,683.47265625,683.46875,61.17296600341797,241.787109375,23.866510152816772,3264,2448
72,683.46875,683.46484375,58.16364669799805,600.158203125,23.571762561798096,3456,2304
73,683.46484375,627.0234375,48.68011474609375,293.2802734375,13.403504371643066,1891,1280
74,627.0234375,627.02734375,62.91618347167969,1848.6240234375,42.06666326522827,4692,3128
75,627.02734375,627.0546875,57.79899215698242,285.92578125,15.35598111152649,2500,1667
76,627.0546875,675.05859375,55.42577362060547,119.4990234375,12.776672840118408,2048,1536
77,675.05859375,675.0546875,58.66623306274414,435.6376953125,40.072378635406494,5000,3337
78,675.0546875,675.05078125,47.14583969116211,683.021484375,38.99419331550598,4272,2848
79,675.05078125,675.046875,32.70343017578125,546.9921875,40.75689744949341,4928,3264
80,675.046875,675.04296875,42.777374267578125,1259.1357421875,40.08482480049133,4272,2848
81,675.04296875,675.0390625,56.73472595214844,711.0595703125,25.832217931747437,3011,2000
82,675.0390625,627.03515625,56.81904602050781,459.72265625,12.02329683303833,1920,1280
83,627.03515625,657.28125,55.25171661376953,563.1123046875,39.313138246536255,4608,3456
84,657.28125,657.27734375,56.60159683227539,1091.4130859375,31.365997791290283,4608,2592
85,657.27734375,657.65234375,58.63036346435547,1381.8486328125,30.797231197357178,4000,2590
86,657.65234375,663.46875,45.584293365478516,72.0302734375,12.271096467971802,1544,1024
87,663.46875,663.46484375,71.51188659667969,186.0419921875,9.95477819442749,1536,1024
88,663.46484375,663.4609375,55.904781341552734,2683.2529296875,42.690425634384155,4272,2848
89,663.4609375,663.45703125,56.73395919799805,979.3251953125,26.479335069656372,4032,2272
90,663.45703125,688.03125,76.18231201171875,35.2666015625,8.731970310211182,1200,737
91,688.03125,688.03125,62.22086715698242,592.181640625,24.005219221115112,3264,2448
92,688.03125,627.42578125,65.8056640625,77.8974609375,9.62326979637146,1280,774
93,627.42578125,655.6796875,50.543312072753906,514.1103515625,30.486393451690674,2177,3264
94,655.6796875,627.4296875,64.50924682617188,119.650390625,9.845686674118042,2000,697
95,627.4296875,627.43359375,54.55103302001953,1472.1044921875,38.29826545715332,5000,2917
96,627.43359375,652.48828125,53.60092544555664,397.697265625,19.888892650604248,3072,2048
97,652.48828125,652.484375,59.22685241699219,917.0634765625,30.805615186691284,5000,2358
98,652.484375,652.48046875,59.36174774169922,586.9814453125,16.356703519821167,2560,1707
99,652.48046875,689.26171875,43.519805908203125,841.736328125,29.957365036010742,3800,2850
100,689.26171875,689.2578125,54.809120178222656,1221.4453125,38.23776149749756,4288,2848
101,689.2578125,689.25390625,63.10902786254883,234.3154296875,38.81031012535095,4698,3166
102,689.25390625,689.25,60.22579574584961,452.13671875,37.59087800979614,4272,2848
103,689.25,689.24609375,55.624916076660156,1087.3388671875,54.80400896072388,4763,3155
104,689.24609375,689.2421875,51.46207046508789,1971.0,43.08350205421448,5000,3288
105,689.2421875,627.40234375,56.620994567871094,329.2373046875,12.061110734939575,2000,1328
106,627.40234375,627.421875,53.58134841918945,811.044921875,35.746068716049194,4608,3072
107,627.421875,657.875,57.693199157714844,628.0849609375,57.09689378738403,4912,3264
108,657.875,657.87109375,58.9571533203125,168.6513671875,36.53564095497131,4288,2848
109,657.87109375,657.875,70.77497863769531,1810.533203125,60.063015937805176,4912,3264
110,657.875,657.87890625,56.1197509765625,946.064453125,32.737571716308594,4032,3024
111,657.87890625,627.41796875,73.06615447998047,248.7001953125,12.55008840560913,2002,1280
112,627.41796875,659.23046875,60.98050308227539,330.2705078125,40.030537605285645,5000,3333
113,659.23046875,659.26171875,61.201194763183594,657.87109375,40.980080366134644,5000,3333
114,659.26171875,661.66015625,52.349365234375,180.69140625,10.305874586105347,1500,1000
115,661.66015625,661.65625,41.00876998901367,1580.7724609375,37.34536266326904,5000,2806
116,661.65625,721.0703125,62.41067123413086,286.2041015625,11.747265577316284,1920,1280
117,627.79296875,659.60546875,53.88787841796875,407.998046875,40.34541630744934,5000,3333
118,659.60546875,682.51171875,66.12501525878906,223.9560546875,13.293140411376953,1631,1102
119,682.51171875,627.78125,57.149024963378906,102.3017578125,12.12425184249878,2000,1325
120,627.78125,645.80078125,68.11952209472656,300.203125,16.45289659500122,2592,1728
121,645.80078125,658.328125,50.778770446777344,1746.900390625,42.43495011329651,4928,3264
122,658.328125,658.32421875,63.73868179321289,801.490234375,40.62115836143494,4896,3264
123,658.32421875,682.2109375,45.48756790161133,263.232421875,23.15115761756897,3264,2448
124,682.2109375,682.2421875,64.63200378417969,124.576171875,9.497870922088623,1024,683
125,682.2421875,682.25,51.14875030517578,1457.9267578125,41.843552350997925,4928,3264
126,682.25,682.24609375,64.55199432373047,344.0625,23.731367826461792,3264,2448
127,682.24609375,682.2421875,40.609710693359375,1923.216796875,61.66734433174133,4434,3729
128,682.2421875,682.23828125,60.48110580444336,726.625,20.010035753250122,2000,3011
129,682.23828125,682.234375,50.97002410888672,843.3740234375,41.716062784194946,5000,3419
130,682.234375,627.7890625,77.57762145996094,105.6630859375,12.403220891952515,1925,1280
131,627.7890625,682.078125,58.97785186767578,600.8564453125,23.495341062545776,3456,2304
132,682.078125,682.078125,47.95210266113281,1948.4013671875,41.73571848869324,2848,4288
133,682.078125,682.0859375,53.26081085205078,1073.3271484375,41.22310733795166,5000,3333
134,682.0859375,627.7890625,68.70548248291016,224.837890625,11.966071844100952,2000,1333
135,627.7890625,627.78515625,58.925941467285156,360.8515625,16.559885501861572,2500,1662
136,627.78515625,627.78125,50.803958892822266,901.6103515625,31.13991117477417,4400,2656
137,627.78125,661.265625,70.72502136230469,76.4658203125,9.990614652633667,1500,979
138,661.265625,661.26953125,53.83982849121094,287.1943359375,41.735222816467285,5000,3333
139,661.26953125,627.78515625,53.04779052734375,77.4443359375,9.69418478012085,1280,960
140,627.78515625,627.80078125,59.785465240478516,486.044921875,35.67622900009155,4608,3072
141,627.80078125,653.06640625,71.71475982666016,722.87890625,27.1070396900177,3648,2432
142,653.06640625,656.51171875,60.97314453125,398.6787109375,28.259305477142334,3888,2592
143,656.51171875,659.6171875,44.65966796875,1574.0966796875,44.389477014541626,5000,3338
144,659.6171875,659.61328125,58.63835525512695,782.615234375,39.16325545310974,4752,3168
145,659.61328125,688.53125,62.702457427978516,481.1240234375,33.08044672012329,3995,2662
146,688.53125,627.8046875,69.43753051757812,167.8095703125,12.973421096801758,2000,1333
147,627.8046875,650.30078125,54.26738739013672,220.33984375,25.860788106918335,2896,1944
148,650.30078125,650.30078125,61.65380859375,372.49609375,53.02629256248474,3887,4899
149,650.30078125,656.265625,65.71661376953125,288.5595703125,38.66315937042236,2758,3622
150,656.265625,656.27734375,60.4444694519043,272.6533203125,38.24180364608765,4272,2848
151,656.27734375,659.6328125,61.75523376464844,1113.85546875,44.03309488296509,5000,3334
152,659.6328125,627.8125,60.11933135986328,256.8779296875,11.278403759002686,1280,857
153,627.8125,650.77734375,58.5990104675293,421.9638671875,25.195941925048828,2972,1932
154,650.77734375,650.7734375,35.91783142089844,339.5703125,39.48188662528992,4272,2848
155,650.7734375,652.25390625,43.72119140625,1738.0302734375,29.027925491333008,3600,2385
156,652.25390625,627.8125,60.623905181884766,363.078125,17.534386157989502,2666,1500
157,627.8125,627.80859375,59.522071838378906,593.6708984375,31.909770488739014,4200,2800
158,627.80859375,682.24609375,54.9576301574707,733.556640625,24.884118795394897,3264,2448
159,682.24609375,682.25390625,56.326416015625,116.76953125,23.519688844680786,3456,2304
160,682.25390625,627.8125,62.525569915771484,273.353515625,15.763732194900513,2500,1667
161,627.8125,627.828125,57.9943962097168,70.0,9.669806480407715,1280,792
162,627.828125,627.8359375,50.334190368652344,137.7314453125,35.8296172618866,5000,2813
163,627.8359375,658.88671875,48.19001388549805,854.7451171875,40.63249659538269,5000,3250
164,658.88671875,658.8828125,75.83226013183594,398.09375,17.78978157043457,2560,1707
165,658.8828125,659.640625,38.02067565917969,738.916015625,41.16995930671692,5000,3333
166,659.640625,627.8203125,56.74391174316406,33.26171875,8.363662719726562,1000,563
167,627.8203125,627.81640625,61.589759826660156,400.6484375,15.94443964958191,2500,1667
168,627.81640625,657.0390625,61.63544464111328,390.4814453125,40.850011110305786,4287,2392
169,657.0390625,657.0390625,35.72413635253906,678.240234375,35.867900371551514,4368,2912
170,657.0390625,657.03515625,52.18696212768555,833.9111328125,37.9072949886322,3823,2549
171,657.03515625,657.046875,28.818498611450195,442.85546875,34.19422626495361,4147,2756
172,657.046875,627.828125,69.57976531982422,72.408203125,9.779213666915894,1280,901
173,627.828125,627.82421875,62.47031021118164,435.521484375,31.924238920211792,4000,3000
174,627.82421875,627.83984375,59.976470947265625,212.87890625,12.151132106781006,2000,1333
175,627.83984375,659.6640625,48.28325653076172,1154.8193359375,42.24384307861328,5000,3333
176,659.6640625,659.66015625,52.02677917480469,142.259765625,28.50496745109558,3807,2538
177,659.66015625,659.66015625,81.64604187011719,821.3251953125,36.83999490737915,4288,2848
178,659.66015625,688.76953125,50.655399322509766,1201.0087890625,31.463476419448853,4000,2667
179,688.76953125,688.76953125,62.23187255859375,565.8779296875,26.481353759765625,2896,1944
180,688.76953125,627.859375,53.50688171386719,667.712890625,15.844727039337158,2500,1667
181,627.859375,627.85546875,59.54133224487305,1262.9384765625,43.24989986419678,5000,3360
182,627.85546875,627.8515625,68.47703552246094,260.646484375,40.5327627658844,4288,3216
183,627.8515625,627.84765625,63.72306823730469,392.90625,15.744278907775879,2500,1667
184,627.84765625,665.21875,46.58867263793945,68.9853515625,10.466882467269897,1280,1280
185,665.21875,665.21484375,55.37714767456055,1217.15625,52.78856801986694,5000,3914
186,665.21484375,665.25390625,71.89817810058594,455.7919921875,40.738980293273926,3264,4912
187,665.25390625,665.25390625,28.64433479309082,2001.66015625,44.25691485404968,4928,3264
188,665.25390625,665.25,47.39415740966797,453.23828125,36.895283460617065,3824,2520
189,665.25,665.27734375,65.3652572631836,498.4970703125,35.01254653930664,3670,2462
190,665.27734375,627.8984375,65.61287689208984,190.5615234375,13.662572383880615,2133,1200
191,627.8984375,627.89453125,46.14585876464844,590.1328125,38.38612103462219,4752,3168
192,627.89453125,659.70703125,44.82461929321289,1065.9580078125,43.01156044006348,5000,3333
193,659.70703125,659.703125,60.506004333496094,441.3837890625,40.780866861343384,5000,3333
194,659.703125,659.69921875,51.030433654785156,1989.4296875,43.582497358322144,5000,3333
195,659.69921875,659.6953125,45.083412170410156,526.9150390625,58.85117149353027,4912,3264
196,659.6953125,682.31640625,65.14419555664062,298.86328125,23.76626420021057,3264,2448
197,682.31640625,688.69921875,47.44617462158203,1194.244140625,41.277018308639526,3997,2665
198,688.69921875,679.3671875,60.65937805175781,224.224609375,14.000800848007202,1500,2250
199,679.3671875,679.36328125,53.7236442565918,738.6865234375,42.440648794174194,4179,2790
