,memory_1,memory_2,predict,size,duration,width,height
0,549.31640625,597.1640625,57.60022735595703,1059.5244140625,63.951783180236816,4910,3252
1,597.1640625,615.3359375,75.83226013183594,398.09375,17.100908994674683,2560,1707
2,615.3359375,643.3984375,58.63036346435547,1381.8486328125,31.160044193267822,4000,2590
3,643.3984375,670.16796875,41.75457000732422,1352.3623046875,39.216858863830566,3994,2443
4,670.16796875,776.21875,60.65937805175781,224.224609375,15.681066274642944,1500,2250
5,776.21875,776.22265625,58.16364669799805,600.158203125,24.690247297286987,3456,2304
6,776.22265625,776.21875,56.018680572509766,942.6240234375,21.28040051460266,3200,2133
7,776.21875,776.21484375,58.972023010253906,965.619140625,20.674243450164795,3200,2133
8,776.21484375,673.2109375,67.9992904663086,1520.5576171875,41.670817375183105,4272,2848
9,673.2109375,673.2734375,56.6654052734375,229.7197265625,22.695130825042725,3264,2176
10,673.2734375,659.84375,70.5436019897461,220.544921875,12.999191761016846,2048,1353
11,659.84375,659.83984375,56.25438690185547,1477.1181640625,21.811412572860718,3200,2133
12,659.83984375,673.1953125,52.18696212768555,833.9111328125,38.388954639434814,3823,2549
13,673.1953125,674.51171875,65.14419555664062,298.86328125,25.175495624542236,3264,2448
14,674.51171875,676.4140625,50.95585250854492,743.5810546875,29.376296520233154,3888,2592
15,676.4140625,676.41015625,52.18757629394531,1210.09765625,38.57398533821106,4088,2715
16,676.41015625,681.35546875,57.05802917480469,151.6044921875,18.148196935653687,2160,2700
17,681.35546875,623.8125,65.17202758789062,365.4130859375,15.700808763504028,2500,1662
18,623.8125,623.80859375,68.70548248291016,224.837890625,13.316125869750977,2000,1333
19,623.80859375,655.31640625,56.09266662597656,302.927734375,23.395949125289917,3456,2304
20,655.31640625,623.80078125,75.7443618774414,81.46484375,10.121366262435913,1920,713
21,623.80078125,669.54296875,53.999820709228516,724.201171875,58.274686098098755,4912,3264
22,669.54296875,669.79296875,35.91783142089844,339.5703125,39.19271445274353,4272,2848
23,669.79296875,669.7890625,39.0091552734375,333.0185546875,27.045823335647583,2980,2151
24,669.7890625,681.578125,60.97314453125,398.6787109375,28.006101369857788,3888,2592
25,681.578125,677.8359375,47.085487365722656,506.04296875,14.612675428390503,2300,1533
26,677.8359375,678.3671875,69.57976531982422,72.408203125,9.556370496749878,1280,901
27,678.3671875,678.36328125,49.08077621459961,896.6748046875,33.74833297729492,3578,2451
28,678.36328125,678.359375,63.73868179321289,801.490234375,42.174885988235474,4896,3264
29,678.359375,624.5546875,58.768577575683594,665.447265625,31.833664417266846,4080,2720
30,624.5546875,655.421875,57.63212966918945,2879.13671875,36.21459722518921,4416,2944
31,655.421875,655.41796875,58.924617767333984,2182.6220703125,81.65688562393188,3985,4982
32,655.41796875,679.55859375,47.39415740966797,453.23828125,37.72901177406311,3824,2520
33,679.55859375,678.84765625,39.6576042175293,871.2265625,16.518027544021606,2304,1536
34,678.84765625,679.6875,65.48068237304688,447.4736328125,25.216176986694336,1999,2998
35,679.6875,679.68359375,47.764671325683594,2170.4638671875,38.30454659461975,4240,2832
36,679.68359375,679.6796875,47.72966384887695,1048.5263671875,41.97795057296753,4928,3264
37,679.6796875,685.66796875,59.1847038269043,458.83203125,30.684842586517334,4320,2432
38,685.66796875,625.67578125,56.620994567871094,329.2373046875,13.558013200759888,2000,1328
39,625.67578125,625.671875,67.80756378173828,348.890625,25.118037939071655,2689,1795
40,625.671875,625.66796875,53.65944290161133,360.7080078125,18.25669002532959,2592,1936
41,625.66796875,625.6640625,50.20994567871094,80.4365234375,11.969072580337524,1920,1200
42,625.6640625,652.78125,56.856605529785156,1261.53515625,21.656325817108154,3200,2133
43,652.78125,681.51953125,54.98527908325195,1416.2373046875,39.24468684196472,3831,2554
44,681.51953125,625.65234375,61.589759826660156,400.6484375,16.680330991744995,2500,1667
45,625.65234375,646.91796875,64.50924682617188,119.650390625,10.377701759338379,2000,697
46,646.91796875,625.64453125,53.0848503112793,388.271484375,15.49067211151123,2500,1667
47,625.64453125,657.22265625,62.22086715698242,592.181640625,25.417232990264893,3264,2448
48,657.22265625,673.63671875,55.23434066772461,110.595703125,13.79532790184021,2048,1536
49,673.63671875,625.6328125,74.40474700927734,213.267578125,13.431100606918335,1739,1391
50,625.6328125,681.01953125,61.51206970214844,291.4091796875,14.922831535339355,2200,1650
51,681.01953125,682.1328125,48.70529556274414,854.0478515625,22.248429775238037,2448,2448
52,682.1328125,626.73828125,60.268287658691406,408.615234375,16.204452514648438,2500,1667
53,626.73828125,654.921875,53.374847412109375,144.9921875,23.23938012123108,3264,2176
54,654.921875,682.125,53.074893951416016,1005.6943359375,39.52853083610535,3823,2538
55,682.125,682.12109375,55.848655700683594,567.494140625,42.39756941795349,4928,3264
56,682.12109375,682.1171875,47.95210266113281,1948.4013671875,41.479016065597534,2848,4288
57,682.1171875,682.11328125,55.391719818115234,647.0595703125,59.002439737319946,4912,3264
58,682.11328125,682.109375,68.05691528320312,679.11328125,18.800317525863647,2880,1800
59,682.109375,687.62890625,39.87858200073242,1912.1748046875,34.11966323852539,4000,2667
60,687.62890625,687.625,54.82973098754883,1362.9130859375,41.17032599449158,4752,3168
61,687.625,687.625,57.693199157714844,628.0849609375,58.821131229400635,4912,3264
62,687.625,687.62109375,53.61309814453125,322.146484375,22.967272520065308,3255,2160
63,687.62109375,687.6171875,46.93220520019531,1511.0830078125,36.63363432884216,4250,2801
64,687.6171875,669.3515625,80.2211685180664,58.0380859375,12.585519790649414,2048,1365
65,669.3515625,669.34765625,56.326416015625,116.76953125,23.67333173751831,3456,2304
66,669.34765625,669.34375,59.149330139160156,678.9111328125,24.00051712989807,3264,2176
67,669.34375,669.33984375,50.803958892822266,901.6103515625,32.29466271400452,4400,2656
68,669.33984375,682.9296875,42.01580047607422,698.3564453125,15.804434776306152,2560,1440
69,682.9296875,682.92578125,52.76679229736328,2314.9912109375,39.9431939125061,3584,4480
70,682.92578125,682.921875,32.544681549072266,2225.2158203125,36.4621205329895,3637,2433
71,682.921875,626.66796875,58.88233184814453,158.8837890625,10.115973472595215,1280,960
72,626.66796875,649.83203125,58.9571533203125,168.6513671875,37.67865538597107,4288,2848
73,649.83203125,649.828125,59.36174774169922,586.9814453125,16.961422443389893,2560,1707
74,649.828125,649.82421875,55.58575439453125,806.859375,38.04572939872742,4288,2848
75,649.82421875,626.65234375,63.830177307128906,190.59375,10.439648151397705,1500,998
76,626.65234375,660.2734375,45.15302276611328,646.744140625,38.56777310371399,4608,3072
77,660.2734375,685.28515625,55.913307189941406,643.3984375,38.92858290672302,4168,2464
78,685.28515625,627.79296875,66.46148681640625,116.3115234375,10.6914963722229,1600,1060
79,627.79296875,627.7890625,72.50125885009766,62.9853515625,10.410101890563965,1280,853
80,627.7890625,627.7890625,54.7857551574707,178.2099609375,15.860517024993896,2500,1656
81,627.7890625,627.78515625,58.234039306640625,140.556640625,12.539984226226807,1935,1089
82,627.78515625,683.74609375,70.72502136230469,76.4658203125,10.779939889907837,1500,979
83,683.74609375,683.7421875,58.08192443847656,814.92578125,26.266566514968872,2448,3264
84,683.7421875,683.73828125,57.056480407714844,468.638671875,55.519042015075684,4728,3168
