,memory_1,memory_2,predict,size,duration,width,height
0,858.58984375,435.859375,26.51202392578125,4215.9599609375,75.72999382019043,4979,6224
1,437.984375,572.38671875,57.75904083251953,1224.974609375,8.385747194290161,3200,2133
2,572.38671875,538.45703125,57.22523880004883,2965.107421875,41.20775270462036,4160,6240
3,538.45703125,541.41796875,62.41661834716797,1640.05078125,6.067561864852905,3276,2143
4,541.41796875,550.0859375,40.45838165283203,10516.8046875,26.199033737182617,4583,6874
5,550.0859375,553.02734375,53.048377990722656,2681.2861328125,14.550975561141968,5150,3668
6,553.02734375,553.21484375,56.24234390258789,9380.326171875,11.790641784667969,4179,6268
7,553.21484375,554.33203125,52.86138916015625,6068.005859375,15.136519193649292,6844,4207
8,554.33203125,527.53515625,47.977783203125,5392.8193359375,26.611080646514893,5393,7182
9,527.53515625,527.78515625,35.8998908996582,841.6455078125,24.830724716186523,3074,3843
10,527.78515625,529.85546875,50.63237762451172,5384.5390625,17.955308437347412,4672,7008
11,529.85546875,529.9609375,48.24183654785156,2159.349609375,25.834189891815186,4160,6240
12,529.9609375,530.21484375,58.99073791503906,2365.2548828125,14.208609819412231,3267,4900
13,530.21484375,530.16015625,72.5061264038086,3518.2548828125,13.44777774810791,4200,5250
14,530.16015625,530.46875,70.1677017211914,3114.6533203125,29.655122995376587,4000,6000
15,530.46875,531.50390625,38.56395721435547,1297.2265625,69.23054337501526,3647,5470
16,531.50390625,531.57421875,58.16382598876953,3054.1640625,185.07564854621887,3200,4800
17,531.57421875,531.71484375,47.36643981933594,1204.4921875,11.156983613967896,4240,2832
18,531.71484375,531.57421875,51.27464294433594,5354.3310546875,33.220377922058105,4000,6000
19,531.57421875,531.59375,46.07666778564453,1868.8837890625,17.893507480621338,5552,3701
20,531.59375,532.4375,56.09546661376953,4038.2177734375,13.701398372650146,3307,4960
21,532.4375,532.2265625,58.26659393310547,1676.5185546875,36.36871123313904,3360,5040
22,532.2265625,532.52734375,52.97229766845703,5771.37109375,25.67003083229065,4160,6240
23,532.52734375,532.51171875,52.900367736816406,2386.009765625,39.157405614852905,5902,3935
24,532.51171875,532.65234375,54.81214904785156,1379.3232421875,79.99214220046997,3200,2133
25,532.65234375,442.12109375,57.32810592651367,10703.8515625,32.90852165222168,6048,8064
26,445.37109375,483.59765625,58.26659393310547,1676.5185546875,45.46224927902222,3360,5040
27,483.59765625,490.21875,39.37469482421875,1401.6669921875,12.89137077331543,3712,5568
28,490.21875,492.1953125,54.43090057373047,8730.005859375,16.592025756835938,4160,6240
29,492.1953125,493.421875,48.880592346191406,4812.451171875,18.79904818534851,3928,5892
30,493.421875,494.2578125,53.266292572021484,6283.9453125,52.34239673614502,4160,6240
31,494.2578125,494.44921875,36.28730010986328,2182.814453125,109.93233346939087,5897,3931
