,memory_1,memory_2,predict,size,width,height
56,798.06640625,798.0390625,53.349945068359375,163.474609375,4288,2848
57,798.0390625,798.1796875,50.803958892822266,901.6103515625,4400,2656
58,798.1796875,798.203125,70.72501373291016,76.4658203125,1500,979
59,798.203125,798.1484375,59.49591827392578,71.2490234375,1800,977
60,798.1484375,798.30078125,71.51189422607422,186.0419921875,1536,1024
61,798.30078125,798.1953125,53.6968994140625,820.8603515625,5000,3333
62,798.1953125,798.21875,56.73472595214844,711.0595703125,3011,2000
63,798.21875,798.20703125,38.02067184448242,738.916015625,5000,3333
64,798.20703125,798.1640625,39.65760040283203,871.2265625,2304,1536
65,798.1640625,798.265625,59.268089294433594,1374.1044921875,5000,3333
66,798.265625,798.01171875,62.91618347167969,1848.6240234375,4692,3128
67,798.01171875,798.09765625,74.61602020263672,254.21484375,2896,1944
68,798.09765625,798.2109375,67.99928283691406,1520.5576171875,4272,2848
69,798.2109375,798.2421875,65.48067474365234,447.4736328125,1999,2998
70,798.2421875,798.45703125,50.97002410888672,843.3740234375,5000,3419
71,798.45703125,798.47265625,58.9571533203125,168.6513671875,4288,2848
72,798.47265625,798.4296875,32.17283248901367,701.4287109375,4752,3168
73,798.4296875,798.37890625,55.77903366088867,351.71875,3843,2591
74,798.37890625,798.4140625,51.6978645324707,146.3056640625,2880,1920
75,798.4140625,798.4921875,60.43840789794922,412.8359375,2500,1667
76,798.4921875,798.5,53.630428314208984,827.884765625,3872,2592
77,798.5,798.609375,54.922550201416016,766.47265625,2592,1944
78,798.609375,798.40234375,50.529335021972656,768.9453125,5000,3333
79,798.40234375,798.54296875,43.3924446105957,1426.5244140625,5000,3337
80,798.54296875,798.5859375,47.72966384887695,1048.5263671875,4928,3264
81,798.5859375,798.6640625,51.67185974121094,783.2802734375,3429,5000
82,798.6640625,798.6640625,35.72413635253906,678.240234375,4368,2912
83,798.6640625,798.578125,56.39702224731445,1198.509765625,5000,3224
84,798.578125,798.578125,56.74390411376953,33.26171875,1000,563
85,798.578125,798.59375,50.19481658935547,983.72265625,4106,2806
86,798.59375,798.51171875,58.25492858886719,1324.390625,5000,3333
87,798.51171875,798.53515625,53.50688934326172,667.712890625,2500,1667
88,798.53515625,862.12109375,57.798988342285156,285.92578125,2500,1667
89,862.12109375,862.1015625,50.797386169433594,1133.1396484375,4272,2848
90,862.1015625,862.2890625,60.997737884521484,227.7275390625,2621,1747
91,862.2890625,862.08203125,60.50600051879883,441.3837890625,5000,3333
92,862.08203125,862.26171875,68.05691528320312,679.11328125,2880,1800
93,862.26171875,862.1875,65.14420318603516,298.86328125,3264,2448
94,862.1875,862.16796875,28.644332885742188,2001.66015625,4928,3264
95,862.16796875,862.2109375,81.64604949951172,821.3251953125,4288,2848
96,862.2109375,862.16015625,60.623905181884766,363.078125,2666,1500
97,862.16015625,862.05859375,48.117431640625,469.98046875,3504,2336
98,862.05859375,862.07421875,54.7857551574707,178.2099609375,2500,1656
99,862.07421875,862.59765625,60.97314453125,398.6787109375,3888,2592
100,862.59765625,862.69140625,55.826881408691406,443.7412109375,2515,1830
101,862.69140625,862.64453125,53.9735107421875,1704.986328125,5000,3334
102,862.64453125,862.6484375,66.73465728759766,38.8251953125,1920,1280
103,862.6484375,862.68359375,47.95209503173828,1948.4013671875,2848,4288
104,862.68359375,862.82421875,75.83226013183594,398.09375,2560,1707
105,862.82421875,862.90625,43.46033477783203,716.2763671875,4288,2848
106,862.90625,862.9453125,48.68011474609375,293.2802734375,1891,1280
107,862.9453125,862.98046875,51.14875030517578,1457.9267578125,4928,3264
108,862.98046875,862.98046875,55.91330337524414,643.3984375,4168,2464
109,862.98046875,863.015625,69.57976531982422,72.408203125,1280,901
110,863.015625,863.109375,58.84859848022461,287.267578125,3872,2592
111,863.109375,863.14453125,54.27482604980469,199.8310546875,3888,2592
112,863.14453125,863.1484375,55.42576599121094,119.4990234375,2048,1536
113,863.1484375,863.21484375,45.721187591552734,98.640625,2048,1365
114,863.21484375,863.15234375,29.9796199798584,1032.962890625,4209,2769
115,863.15234375,863.171875,58.644901275634766,427.9462890625,2000,1334
116,863.171875,863.0546875,47.085479736328125,506.04296875,2300,1533
117,863.0546875,862.8984375,50.20994567871094,80.4365234375,1920,1200
118,862.8984375,863.0234375,51.427330017089844,1242.6982421875,5000,3333
119,863.0234375,863.546875,49.23390197753906,641.4052734375,4608,2592
120,863.546875,863.6015625,75.93978881835938,229.3037109375,2392,1260
121,863.6015625,863.48046875,48.093780517578125,1888.5634765625,5000,3333
122,863.48046875,863.49609375,45.487579345703125,263.232421875,3264,2448
123,863.49609375,863.625,61.81260299682617,625.515625,3000,1688
124,863.625,863.5390625,53.26081085205078,1073.3271484375,5000,3333
125,863.5390625,863.51953125,54.42156982421875,2043.541015625,5000,3333
126,863.51953125,863.62109375,55.58575439453125,806.859375,4288,2848
127,863.62109375,863.45703125,54.76615905761719,1023.412109375,5000,3333
128,863.45703125,863.56640625,58.666236877441406,435.6376953125,5000,3337
129,863.56640625,863.66796875,49.35147476196289,413.8408203125,1920,1280
130,863.66796875,863.69140625,59.41284942626953,652.9609375,2896,1936
131,863.69140625,863.84765625,36.39585494995117,720.7158203125,4752,3168
132,863.84765625,863.7734375,62.470298767089844,435.521484375,4000,3000
133,863.7734375,863.82421875,63.051273345947266,324.232421875,2048,1365
134,863.82421875,863.81640625,46.39649200439453,689.5009765625,2249,1499
135,863.81640625,863.7109375,25.69025421142578,161.8212890625,3454,2288
136,863.7109375,863.8984375,40.609710693359375,1923.216796875,4434,3729
137,863.8984375,863.71875,49.7855110168457,1511.7783203125,5000,3333
138,863.71875,863.78515625,40.21923828125,53.9609375,2000,1325
139,863.78515625,863.9296875,70.34439849853516,1235.2822265625,3872,2592
140,863.9296875,863.92578125,57.584930419921875,307.5078125,2100,1500
141,863.92578125,863.90625,74.52529907226562,418.7490234375,4080,2710
142,863.90625,863.8984375,58.08192443847656,814.92578125,2448,3264
143,863.8984375,863.8359375,76.35704040527344,245.3505859375,1572,1179
144,863.8359375,863.79296875,70.77497863769531,1810.533203125,4912,3264
145,863.79296875,863.7421875,55.3917236328125,647.0595703125,4912,3264
146,863.7421875,863.85546875,53.538822174072266,128.7109375,3264,2176
147,863.85546875,863.8828125,58.768585205078125,665.447265625,4080,2720
148,863.8828125,863.82421875,74.40474700927734,213.267578125,1739,1391
149,863.82421875,863.9296875,61.17296600341797,241.787109375,3264,2448
150,863.9296875,863.83203125,59.487098693847656,194.2568359375,1280,1707
151,863.83203125,863.82421875,43.72119140625,1738.0302734375,3600,2385
152,863.82421875,863.7734375,62.06904602050781,389.5498046875,3852,2556
153,863.7734375,863.734375,71.89817810058594,455.7919921875,3264,4912
154,863.734375,863.84765625,73.06614685058594,248.7001953125,2002,1280
155,863.84765625,863.8828125,56.739139556884766,354.5732421875,3000,2000
156,863.8828125,863.83984375,63.72306823730469,392.90625,2500,1667
157,863.83984375,863.82421875,57.17314147949219,269.1865234375,3568,2368
158,863.82421875,863.890625,60.65937805175781,224.224609375,1500,2250
159,863.890625,863.671875,49.506591796875,413.6435546875,5000,3333
160,863.671875,863.6171875,63.010108947753906,104.83984375,1728,1080
161,863.6171875,863.66796875,47.309356689453125,1223.71484375,5000,3333
162,863.66796875,863.70703125,70.49764251708984,481.9296875,3000,1992
163,863.70703125,863.7109375,43.519813537597656,841.736328125,3800,2850
164,863.7109375,863.6953125,56.620994567871094,329.2373046875,2000,1328
165,863.6953125,863.7109375,58.03723907470703,262.26953125,3456,2304
166,863.7109375,863.703125,53.581336975097656,811.044921875,4608,3072
167,863.703125,863.78125,51.03044509887695,1989.4296875,5000,3333
168,863.78125,863.7421875,52.349361419677734,180.69140625,1500,1000
169,863.7421875,863.6171875,57.175716400146484,810.810546875,3465,3008
170,863.6171875,863.71875,47.337799072265625,605.1728515625,4896,3264
171,863.71875,863.7265625,51.988094329833984,561.3798828125,3264,2448
172,863.7265625,863.71484375,63.738685607910156,801.490234375,4896,3264
173,863.71484375,863.69140625,48.2320442199707,230.6533203125,3888,2592
174,863.69140625,863.62109375,59.71986770629883,312.6396484375,3264,2448
175,863.62109375,863.71484375,49.661468505859375,386.171875,5000,3333
176,863.71484375,863.71484375,64.15682983398438,153.4853515625,1600,589
177,863.71484375,863.81640625,68.70547485351562,224.837890625,2000,1333
178,863.81640625,863.87890625,45.15302276611328,646.744140625,4608,3072
179,863.87890625,863.83203125,66.46148681640625,116.3115234375,1600,1060
180,863.83203125,863.7578125,55.79884338378906,1681.248046875,5000,3333
181,863.7578125,863.70703125,62.52556228637695,273.353515625,2500,1667
182,863.70703125,863.73828125,73.92281341552734,220.0009765625,2000,1333
183,863.73828125,863.6796875,57.29619216918945,498.8740234375,3000,2000
184,863.6796875,863.82421875,61.51207733154297,291.4091796875,2200,1650
185,863.82421875,863.7265625,52.996055603027344,448.0439453125,3264,2448
186,863.7265625,863.7734375,68.47703552246094,260.646484375,4288,3216
187,863.7734375,863.8359375,51.72489547729492,126.953125,1280,853
188,863.8359375,863.84765625,70.5436019897461,220.544921875,2048,1353
189,863.84765625,863.87109375,60.67483901977539,268.384765625,1600,1066
190,863.87109375,863.7109375,47.44617462158203,1194.244140625,3997,2665
191,863.7109375,863.62890625,58.33220672607422,977.572265625,5000,3269
192,863.62890625,863.58203125,72.50125885009766,62.9853515625,1280,853
193,863.58203125,863.734375,64.3481674194336,536.724609375,3264,1836
194,863.734375,863.78125,55.251712799072266,563.1123046875,4608,3456
195,863.78125,863.8984375,51.17967987060547,1490.6669921875,4032,3024
196,863.8984375,863.890625,69.12181854248047,211.7626953125,2048,1365
197,863.890625,863.83203125,50.329315185546875,822.8310546875,4928,3264
198,863.83203125,863.890625,58.59900665283203,421.9638671875,2972,1932
199,863.890625,864.07421875,32.70343017578125,546.9921875,4928,3264
